redump_name,serial_1,serial_2,serial_3,serial_4,serial_5
FIFA 06 (Germany),ULES-00163,,,,
FIFA 06 (Italy),ULES-00164/P,,,,
FIFA 06 (Japan),ULJM 05061,,,,
FIFA 06 (Spain),ULES-00165,,,,
FIFA 07 (Europe),ULES-00440,,,,
FIFA 07 (France),ULES-00441,,,,
FIFA 07 (Germany),ULES-00443,,,,
FIFA 07 (Italy),ULES-00442,,,,
FIFA 07 (Netherlands),ULES-00459, ULES-00459/P,,,
FIFA 07 (Spain),ULES-00444,,,,
FIFA 08 (Europe),ULES-00891,,,,
FIFA 08 (France),ULES-00892,,,,
FIFA 08 (Germany),ULES-00894,,,,
FIFA 08 (Italy),ULES-00893,,,,
FIFA 08 (Korea),ULKS 46153,,,,
FIFA 08 (Portugal),ULES-00896,,,,
FIFA 08 (Russia),ULES-01057,,,,
FIFA 08 (Spain),ULES-00895,,,,
"FIFA 09 (Asia) (En,Es)",ULAS-42141,,,,
FIFA 09 (Europe),ULES-01135,,,,
"FIFA 09 (Europe) (Pl,Cs,Hu)",ULES-01142,,,,
FIFA 09 (France),ULES-01136,,,,
FIFA 09 (Germany),ULES-01137/P,,,,
FIFA 09 (Italy),ULES-01138,,,,
FIFA 09 (Netherlands),ULES-01141, ULES-01141/P,,,
FIFA 09 (Portugal),ULES-01143,,,,
FIFA 09 (Russia),ULES-01140,,,,
FIFA 09 (Spain),ULES-01139,,,,
FIFA 10 (Europe),ULES-01322,,,,
"FIFA 10 (Europe) (Pl,Cs,Hu)",ULES-01328,,,,
FIFA 10 (France),ULES-01326,,,,
FIFA 10 (Germany),ULES-01330,,,,
FIFA 10 (Italy),ULES-01325,,,,
FIFA 10 (Netherlands),ULES-01324, ULES-01324/P,,,
FIFA 10 (Portugal),ULES-01331,,,,
FIFA 10 (Russia),ULES-01329,,,,
FIFA 10 (Spain),ULES-01323,,,,
FIFA 11 (Europe) (v1.01),ULES-01475,,,,
FIFA 11 (Europe) (v2.01),ULES-01475#,,,,
FIFA 11 (France) (v1.00),ULES-01476,,,,
FIFA 11 (France) (v2.01),ULES-01476#,,,,
FIFA 11 (Germany) (v1.00),ULES-01478,,,,
FIFA 11 (Germany) (v2.01),ULES-01478#,,,,
FIFA 11 (Italy) (v1.00),ULES-01477,,,,
FIFA 11 (Italy) (v2.01),ULES-01477#,,,,
FIFA 11 (Netherlands) (v1.00),ULES-01482,,,,
FIFA 11 (Netherlands) (v2.01),ULES-01482#,,,,
FIFA 11 (Poland) (v1.00),ULES-01483,,,,
FIFA 11 (Poland) (v2.01),ULES-01483#,,,,
FIFA 11 (Portugal) (v1.00),ULES-01481,,,,
FIFA 11 (Portugal) (v2.01),ULES-01481#,,,,
FIFA 11 (Russia) (v1.00),ULES-01480,,,,
FIFA 11 (Russia) (v2.01),ULES-01480#,,,,
FIFA 11 (Spain) (v1.00),ULES-01479,,,,
FIFA 11 (Spain) (v2.01),ULES-01479#,,,,
FIFA 12 - World Class Soccer (Japan),ULJM 05966,,,,
FIFA 12 (Europe),ULES-01543, ULES-01543#,,,
FIFA 12 (France),ULES-01546,,,,
FIFA 12 (Germany),ULES-01547,,,,
FIFA 12 (Italy),ULES-01551,,,,
FIFA 12 (Netherlands),ULES-01544,,,,
FIFA 12 (Poland),ULES-01545,,,,
FIFA 12 (Portugal),ULES-01550,,,,
FIFA 12 (Russia),ULES-01548,,,,
FIFA 12 (Spain),ULES-01549,,,,
FIFA 13 (Europe),ULES-01565#,,,,
FIFA 13 (France),ULES-01569,,,,
FIFA 13 (Germany),ULES-01574,,,,
FIFA 13 (Italy),ULES-01573,,,,
FIFA 13 (Netherlands),ULES-01567,,,,
FIFA 13 (Poland),ULES-01568,,,,
FIFA 13 (Portugal),ULES-01571,,,,
FIFA 13 (Russia),ULES-01570,,,,
FIFA 13 (Spain),ULES-01572,,,,
"FIFA 14 - Edicion Legado (Latin America) (En,Es)",ULUS-10655,,,,
FIFA 14 - Legacy Edition (Germany),ULES-01589,,,,
FIFA 14 - Legacy Edition (Italy),ULES-01588,,,,
FIFA 14 (Europe),ULES-01586/E,,,,
FIFA 14 (France),ULES-01587,,,,
FIFA 14 (Netherlands),ULES-01594,,,,
FIFA 14 (Poland),ULES-01593,,,,
FIFA 14 (Portugal),ULES-01592,,,,
FIFA 14 (Russia),ULES-01591,,,,
FIFA 14 (Spain),ULES-01590,,,,
FIFA Fussball-Weltmeisterschaft Deutschland 2006 (Germany),ULES-00342,,,,
FIFA Soccer (Korea),ULKS 46011,,,,
FIFA Soccer (USA),ULUS-10011,,,,
FIFA Soccer 06 (Asia),ULAS 42023,,,,
FIFA Soccer 06 (USA),ULUS-10029,,,,
FIFA Soccer 07 (USA),ULUS-10112,,,,
FIFA Soccer 08 (USA),ULUS-10293,,,,
"FIFA Soccer 09 (Canada) (En,Fr)",ULUS 10394,,,,
"FIFA Soccer 09 (USA) (En,Es)",ULUS-10369,,,,
"FIFA Soccer 10 (Canada) (En,Fr)",ULUS 10473,,,,
"FIFA Soccer 10 (USA) (En,Es)",ULUS-10464,,,,
"FIFA Soccer 11 (Canada) (En,Fr)",ULUS 10545,,,,
"FIFA Soccer 11 (USA) (En,Es) (v1.00)",ULUS-10550,,,,
"FIFA Soccer 11 (USA) (En,Es) (v2.00)",ULUS-10550,,,,
"FIFA Soccer 12 (Canada) (En,Fr)",ULUS 10587,,,,
"FIFA Soccer 12 (USA) (En,Es)",ULUS-10583,,,,
"FIFA Soccer 13 (Canada) (En,Fr)",ULUS-10596,,,,
"FIFA Soccer 13 (USA) (En,Es)",ULUS-10595,,,,
"FIFA Street 2 (Europe) (En,Fr,De)",ULES-00264,,,,
FIFA Street 2 (USA),ULUS-10067,,,,
FIFA World Cup Deutsch Taikai 2006 (Japan),ULJM-05133,,,,
FIFA World Cup Germany 2006 (Europe),ULES-00340,,,,
FIFA World Cup Germany 2006 (France),ULES-00341,,,,
FIFA World Cup Germany 2006 (Spain),ULES-00344,,,,
FIFA World Cup Germany 2006 (USA),ULUS-10082,,,,
Fight Night Round 3 (Asia),ULAS-42044,,,,
"Fight Night Round 3 (Europe) (En,Fr)",ULES-00270, ULES-00270/E,,,
Fight Night Round 3 (USA),ULUS 10066, ULUS 10066GH,,,
"Final Armada (Europe) (En,Fr,De,Es,It)",ULES-00661,,,,
"Final Fantasy - 20th Anniversary Edition (Europe) (En,Ja)",ULES-00986,,,,
"Final Fantasy - 20th Anniversary Edition (USA) (En,Ja) (FW3.03)",ULUS-10251,,,,
"Final Fantasy - 20th Anniversary Edition (USA) (En,Ja) (FW6.00)",ULUS-10251,,,,
"Final Fantasy (Japan, Asia) (En,Ja)",UCAS-40146, UCKS 45056, ULJM-05241, ULJM-05514,
"Final Fantasy II - 20th Anniversary Edition (Europe) (En,Ja)",ULES-00987,,,,
"Final Fantasy II - 20th Anniversary Edition (USA, Canada) (En,Ja)",ULUS 10263, ULUS 10263-F,,,
"Final Fantasy II (Japan, Asia) (En,Ja)",UCAS-40152, ULJM-05245, ULJM-05515,,
Final Fantasy III (Japan),ULJM 06133,,,,
"Final Fantasy IV - The Complete Collection (Europe) (En,Ja,Fr)",ULES-01521,,,,
"Final Fantasy IV - The Complete Collection (USA) (En,Ja,Fr)",ULUS-10560,,,,
"Final Fantasy IV Complete Collection - Final Fantasy IV & The After Years (Japan) (En,Ja,Fr)",ULJM 05855, ULJM 06122,,,
Final Fantasy Reishiki (Japan) (Disc 1),ULJM 05900, ULJM 06217,,,
Final Fantasy Reishiki (Japan) (Disc 2),ULJM 05901, ULJM 06218,,,
"Final Fantasy Tactics - Shishi Sensou (Japan, Korea)",UCKS 45058, ULJM 05194, ULJM 05516,,
Final Fantasy Tactics - The War of the Lions (Europe),ULES-00850,,,,
Final Fantasy Tactics - The War of the Lions (USA),ULUS-10297, ULUS-10297GH,,,
"Fired Up (Europe, Australia) (En,Fr,De,Es,It)",UCES-00015, UCES-00015/ANZ,,,
Firmware 3.73 (Europe),UCED-01018,,,,
"FlatOut - Head On (Europe) (En,Fr,De,Es,It)",ULES-00968,,,,
FlatOut - Head On (Germany),ULES-00969,,,,
FlatOut - Head On (USA),ULUS-10328,,,,
Flowars (Korea),ULKS 46008,,,,
"Football Manager Handheld (Europe) (En,Fr,De,Es,It)",ULES-00248,,,,
"Football Manager Handheld 2007 (Europe) (En,Fr,Es,It)",ULES-00549,,,,
"Football Manager Handheld 2008 (Europe) (En,Fr,Es,It)",ULES-00934,,,,
"Football Manager Handheld 2009 (Europe) (En,Fr,Es,It)",ULES-01152,,,,
"Football Manager Handheld 2010 (Europe) (En,Fr,Es,It)",ULES-01338,,,,
"Football Manager Handheld 2011 (Europe) (En,Fr,Es,It)",ULES-01455,,,,
"Football Manager Handheld 2012 (Europe) (En,Fr,Es,It)",ULES-01555,,,,
"Football Manager Handheld 2013 (Europe) (En,Fr,Es,It)",ULES-01582,,,,
Ford Bold Moves Street Racing (USA),ULUS-10159,,,,
Ford Racing - Off Road (USA),ULUS-10326,,,,
"Ford Street Racing - L.A. Duel (Europe) (En,Fr,De,Es,It)",ULES-00564,,,,
Ford Street Racing XR Edition (Australia),ULES-00588,,,,
Formula 1 - F1 05 Portable (Japan),UCJS 10019,,,,
"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi)",UCES-00238,,,,
"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi) (Beta) (2006-06-15)",UCET-00359/0.04,,,,
"Frantix (Europe) (En,Fr,De,Es,It)",ULES-00175,,,,
Frantix (USA),ULUS-10039,,,,
Frantix (USA) (Beta) (2005-06-28),,,,,
"Freak Out - Extreme Freeride (Europe) (En,Fr,De,Es,It)",ULES-00783,,,,
"Free Running (Europe) (En,Fr,De,Es,It)",ULES-00704,,,,
"Frogger - Helmet Chaos (Europe) (En,Fr,De,Es,It)",ULES-00207,,,,
Frogger - Helmet Chaos (USA),ULUS-10026,,,,
Frontier Gate (Japan),ULJM 05888,,,,
Frontier Gate Boost+ (Japan),ULJM 06228,,,,
Fukufuku no Shima (Japan),UCJS 10016,,,,
"Full Auto 2 - Battlelines (Europe) (En,Fr,De,Es,It)",ULES-00754,,,,
Full Auto 2 - Battlelines (USA),ULUS-10220,,,,
"Fullmetal Alchemist - Brotherhood (Europe) (En,De)",ULES-01432,,,,
Fullmetal Alchemist - Brotherhood (France),ULES-01433,,,,
Furtif + Wipeout Pure (France),ULES-00231,,,,
Fushigi no Dungeon - Fuurai no Shiren 3 Portable (Japan),ULJS 00239,,,,
Fushigi no Dungeon - Fuurai no Shiren 4 Plus - Kami no Hitomi to Akuma no Heso (Japan),ULJS 00547,,,,
Fuuun Shinsengumi Bakumatsuden Portable (Japan),ULJM 05561,,,,
"G.I. Joe - The Rise of Cobra (Europe) (En,Fr,De,Es,It)",ULES-01277,,,,
G.I. Joe - The Rise of Cobra (USA),ULUS-10435,,,,
Gachitora! Abarenbou Kyoushi in High School (Japan),ULJS 00355,,,,
Gakuen Heaven - Boy's Love Scramble! (Japan) (Disc 1),ULJM 05562,,,,
Gakuen Heaven - Boy's Love Scramble! (Japan) (Disc 2),ULJM 05563,,,,
Gakuen Heaven - Okawari! (Japan),ULJM 05729,,,,
Gakuen Hetalia Portable (Japan),ULJM 05839,,,,
Gamble Con Fight (Japan),ULJM 05092,,,,
"Game Demo, Papa no Iu Koto o Kikinasai! (Japan)",ULJS 00478,,,,
Game Sharing Server Disc (Europe),UCES-00218/1.00,,,,
Gangs of London (Asia),UCAS 40125,,,,
"Gangs of London (Europe) (En,Fr,De,Es,It,Pt)",UCES-00113,,,,
Gangs of London (Germany),UCES-00523,,,,
Gangs of London (USA),UCUS-98617,,,,
"Gangs of London (USA) (En,Fr,Es) (Demo)",UCUS 98689,,,,
Garnet Chronicle - Kouki no Maseki (Japan),ULJM 05369,,,,
Garnet Cradle Portable - Kagi no Himemiko (Japan),ULJM 05858,,,,
"Geki Sengoku Musou (Japan, Asia)",ULAS 42219, ULJM 05071, ULJM 08012,,
Gekka Ryouran Romance (Japan),ULJM-05943,,,,
Gendai Daisenryaku - Isshoku Sokuhatsu Gunji Balance Houkai (Japan),ULJS-00213,,,,
Generation of Chaos (Europe),ULES-00820,,,,
Generation of Chaos (USA),ULUS-10075,,,,
Genroh (Japan),ULJM 06144,,,,
"Gensan (Europe) (En,Fr,De,Es,It)",ULES-01360,,,,
Gensou Suikoden - Tsumugareshi Hyakunen no Toki (Japan),ULJM 05886,,,,
Gensou Suikoden I & II (Japan) (v2.00),ULJM 05086, ULJM 05827,,,
"Geronimo Stilton - Return to the Kingdom of Fantasy - The Videogame (Europe) (En,Fr,Es,It,Nl,Pt,El)",UCES-01563,,,,
"Geronimo Stilton in the Kingdom of Fantasy (Europe) (En,Fr,Es,It,Nl,Pt)",UCES-01535,,,,
Geten no Hana - Yume Akari (Japan),ULJM 06361,,,,
Geten no Hana (Japan),ULJM 06234,,,,
Getsuei no Kusari - Kyouran Moratorium (Japan),ULJS 00599,,,,
Getsuei no Kusari - Sakuran Paranoia (Japan),ULJS 00579,,,,
Ghost in the Shell - Stand Alone Complex (Europe),ULES-00135,,,,
Ghost in the Shell - Stand Alone Complex (USA),ULUS-10020,,,,
"Ghost Rider (Europe) (En,Fr,De,Es,It)",ULES-00630,,,,
Ghost Rider (USA),ULUS 10210,,,,
"Ghostbusters - The Video Game (Europe) (En,Fr,Es,Nl)",UCES-01276,,,,
"Ghostbusters - The Video Game (Europe) (Fr,De,It)",UCES-01321,,,,
Ghostbusters - The Video Game (USA),ULUS-10486,,,,
Ginsei Shougi Portable - Fuun Ryuuko Raiden (Japan),ULJS-00405,,,,
Ginsei Shougi Portable (Japan),ULJS 00269,,,,
Gintama no Sugoroku (Japan),ULJS 00559,,,,
"Gitaroo Man Lives! (Europe) (En,Fr,De)",ULES-00383,,,,
Gitaroo Man Lives! (Japan),ULJM 05130,,,,
Gitaroo Man Lives! (Korea),ULKS 46071,,,,
Gitaroo Man Lives! (USA),ULUS-10207,,,,
Gladiator Begins (Europe),ULES-01515,,,,
Gladiator Begins (USA),ULUS-10528,,,,
Glass Heart Princess - Platinum (Japan),ULJM 06308, ULJM 06309,,,
Glass Heart Princess (Japan),ULJM 06195,,,,
Glorace - Phantastic Carnival (Korea),UCKM 84002, UCKS-45001,,,
Gloria Union - Twin Fates in Blue Ocean (Japan),ULJM 05813,,,,
"Go! Sudoku (Europe) (En,Fr,De,Es,It)",UCES-00152,,,,
"Go! Sudoku (USA) (En,Fr,De,Es,It)",ULUS-10095,,,,
"Go!Explore (Belgium, Netherlands) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",UCES-00885,,,,
"Go!Explore (France) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",UCES-00882,,,,
"Go!Explore (Germany) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",UCES-00886,,,,
"Go!Explore (Italy) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",UCES-00884#,,,,
"Go!Explore (Scandinavia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",UCES-00883,,,,
"Go!Explore (Spain, Portugal) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",UCES-00853,,,,
"Go!Explore (UK) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",UCES-00881,,,,
God Eater (Japan),ULJS 00237,,,,
God Eater (Japan) (Taikenban),ULJM 91019,,,,
God Eater 2 (Japan),ULJS 00597,,,,
God Eater Burst - Append-ban (Japan),ULJS 00350,,,,
God Eater Burst (Japan),ULJS 00351, ULJS 19056, ULJS 19081,,
God of War - Chains of Olympus - Battle of Attica (USA) (Demo),UCUS 98713, UCUS 98713BB,,,
God of War - Chains of Olympus - Special Edition - Battle of Attica (USA) (Demo),UCUS 98705,,,,
"God of War - Chains of Olympus (Asia) (En,Zh)",UCAS-40198,,,,
God of War - Chains of Olympus (Europe) (Beta) (2008-02-02),UCET-00844,,,,
God of War - Chains of Olympus (Europe) (Demo),UCED-00970,,,,
"God of War - Chains of Olympus (Europe, Australia) (En,Fr,De,Es,It)",UCES-00842, UCES-00842/ANZ, UCES-00842/P,,
God of War - Chains of Olympus (Korea),UCKS-45084, UCKS-45155,,,
God of War - Chains of Olympus (USA),UCUS 98653,,,,
"God of War - Ghost of Sparta (Asia) (En,Zh,Ko)",UCAS 40323, UCKS 45161,,,
"God of War - Ghost of Sparta (Europe) (En,Pl,Ru)",UCES-01473,,,,
"God of War - Ghost of Sparta (Europe, Australia) (En,Fr,De,Es,It)",UCES-01401,,,,
"God of War - Ghost of Sparta (USA) (En,Fr,Es)",UCUS 98737,,,,
"God of War - Koutan no Kokuin (Japan) (En,Ja)",UCJS 10114,,,,
God of War - Rakujitsu no Hisoukyoku (Japan),ULJM 05348, ULJM 05438,,,
"Godfather, The - Mob Wars (Asia)",ULAS-42054,,,,
"Godfather, The - Mob Wars (USA)",ULUS-10098,,,,
"Godfather, The (Europe) (En,Nl,Pl)",ULES-00394, ULES-00394#,,,
Gods Eater Burst (Europe),ULES-01519,,,,
Gods Eater Burst (USA),ULUS-10563,,,,
Goku Makaimura (Japan),ULJM 05147,,,,
Goku Makaimura Kai (Japan),ULJM 05265, ULJM 05366,,,
"Golden Compass, The (Europe) (En,Nl,Sv,No,Da)",ULES-00950,,,,
"Golden Compass, The (USA)",ULUS-10315,,,,
"Goldene Kompass, Der (Germany)",ULES-00952,,,,
Gottlieb Pinball Classics (Europe),ULES-00212,,,,
"Gottlieb Pinball Classics (Europe) (En,Fr,De,Es,It)",ULES-00213,,,,
"Gradius Collection (Europe) (En,Fr,De,Es,It)",ULES-00381,,,,
Gradius Collection (USA),ULUS-10103,,,,
Gradius Portable (Japan),ULJM 05091, ULJM 05222,,,
"Gran Turismo (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v1.01)",UCES-01245,,,,
"Gran Turismo (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v2.00)",UCES-01245#, UCES-01245/E, UCES-01245/P,,
"Gran Turismo (Japan) (En,Ja) (v1.01)",UCJS 10100,,,,
"Gran Turismo (Japan) (En,Ja) (v2.00)",UCJS 10100, UCJS 18055,,,
"Gran Turismo (USA) (En,Fr,Es) (v1.00)",UCUS 98632,,,,
"Gran Turismo (USA) (En,Fr,Es) (v2.00)",UCUS-90691, UCUS-98632,,,
Grand Knights History (Japan),ULJS 00394, ULJS 19068,,,
"Grand Theft Auto - Chinatown Wars (Europe) (En,Fr,De,Es,It)",ULES-01347,,,,
"Grand Theft Auto - Chinatown Wars (Europe) (En,Fr,De,Es,It) (Beta) (v0.01) (2009-08-31)",ULET-01349/0.01,,,,
"Grand Theft Auto - Chinatown Wars (Europe) (En,Fr,De,Es,It) (Beta) (v0.02) (2009-09-15)",ULET-01349/0.02,,,,
Grand Theft Auto - Chinatown Wars (Japan),ULJM 05604, ULJM 05804,,,
Grand Theft Auto - Chinatown Wars (USA),ULUS-10490,,,,
"Grand Theft Auto - Liberty City Stories (Europe) (En,Fr,De,Es,It) (v1.05)",ULES-00151,,,,
"Grand Theft Auto - Liberty City Stories (Europe) (En,Fr,De,Es,It) (v2.00)",ULES-00151, ULES-00151#,,,
"Grand Theft Auto - Liberty City Stories (Europe) (En,Fr,De,Es,It) (v3.00)",ULES-00151, ULES-00151#2, ULES-00151/P,,
Grand Theft Auto - Liberty City Stories (Germany) (v1.00),ULES-00182,,,,
Grand Theft Auto - Liberty City Stories (Germany) (v2.00),ULES-00182, ULES-00182#, ULES-00182/P,,
Grand Theft Auto - Liberty City Stories (Japan),ULJM 05255, ULJM 05359,,,
Grand Theft Auto - Liberty City Stories (Japan) (Rockstar Classics),ULJM 05885,,,,
"Grand Theft Auto - Liberty City Stories (Korea) (En,Fr,De,Es,It)",ULKS 46157, ULUS 10041,,,
"Grand Theft Auto - Liberty City Stories (USA) (En,Fr,De,Es,It) (v1.05)",ULUS-10041,,,,
"Grand Theft Auto - Liberty City Stories (USA) (En,Fr,De,Es,It) (v2.00)",ULUS-10041,,,,
"Grand Theft Auto - Liberty City Stories (USA) (En,Fr,De,Es,It) (v3.00)",ULUS-10041, ULUS-10041GH,,,
"Grand Theft Auto - Vice City Stories (Europe) (En,Fr,De,Es,It)",ULES-00502, ULES-00502/P,,,
Grand Theft Auto - Vice City Stories (Germany),ULES-00503,,,,
Grand Theft Auto - Vice City Stories (Japan),ULJM 05297, ULJM 05395,,,
Grand Theft Auto - Vice City Stories (Japan) (Rockstar Classics),ULJM 05884,,,,
Grand Theft Auto - Vice City Stories (USA),ULUS 10160GH, ULUS-10160,,,
Great Battle Fullblast (Japan),ULJS 00467,,,,
Greatest Hits Vol. 1 (Europe),UCED-00316,,,,
Gretzky NHL (USA),UCUS-98604,,,,
Gretzky NHL 06 (USA),UCUS-98627,,,,
"Gripshift (Europe) (En,Fr,De,Es,It)",ULES-00177,,,,
Gripshift (USA),ULUS-10040,,,,
Grisaia no Kajitsu - Le Fruit de la Grisaia (Japan) (Disc 1),ULJM 06232,,,,
Grisaia no Kajitsu - Le Fruit de la Grisaia (Japan) (Disc 2),ULJM 06233,,,,
Grisaia no Meikyuu - Le Labyrinthe de la Grisaia (Japan),ULJM 06382,,,,
Grisaia no Rakuen - Le Eden de la Grisaia (Japan),ULJM 06395,,,,
Growlanser - Wayfarer of Time (USA),ULUS-10593,,,,
Growlanser (Asia),UCAS 40257,,,,
Growlanser IV - Over Reloaded (Japan),ULJM 05896,,,,
Guilty Gear Judgment (Europe),ULES-00574,,,,
Guilty Gear Judgment (Japan),ULJM 05397,,,,
Guilty Gear Judgment (USA),ULUS-10104,,,,
Guilty Gear XX Accent Core Plus (Europe),ULES-01394/E,,,,
Guilty Gear XX Accent Core Plus (Japan),ULJM 05355,,,,
Guilty Gear XX Accent Core Plus (USA),ULUS-10409,,,,
Guilty Gear XX Reload - The Midnight Carnival (Japan),ULJM 05042,,,,
"Gun Showdown (Europe) (En,Fr,Es,It)",ULES-00484,,,,
"Gun Showdown (Germany) (En,De)",ULES-00485,,,,
Gun Showdown (USA),ULUS-10158,,,,
Gun Showdown (USA) (Beta) (2006-08-18),ULUS-10158,,,,
Gundam Assault Survive (Japan),ULJS 00281,,,,
Gundam Battle Chronicle (Japan),ULJS 00122,,,,
Gundam Battle Chronicle (Korea),ULKS 46158,,,,
"Gundam Battle Royale (Japan, Asia)",ULAS 42083, ULJS 00083, ULJS 19015,,
Gundam Battle Tactics (Japan),ULJS 00025,,,,
"Gundam Battle Universe (Japan, Asia)",ULAS 42137, ULJS 00145,,,
Gundam Memories - Tatakai no Kioku (Japan),ULJS 00393,,,,
Gungnir - Masou no Gunshin to Eiyuu Sensou (Japan),ULJM 05779,,,,
Gungnir (USA),ULUS-10592,,,,
"Gunpey (Europe) (En,Fr,De,Es,It)",ULES-00648,,,,
Gunpey (USA),ULUS-10182,,,,
Gunpey-R (Japan),ULJS 00085,,,,
Gurumin - A Monstrous Adventure (Europe),ULES-00627,,,,
Gurumin - A Monstrous Adventure (USA),ULUS-10228,,,,
Gurumin - Une Aventure Monstrueuse (France),ULES-00628,,,,
Gurumin (Japan),ULJM 05123,,,,
Gurumin (Japan) (Falcom Super Price),ULJM 05579,,,,
Hagane no Renkinjutsushi - Fullmetal Alchemist - Senaka o Takuseshi Mono (Japan),ULJS 00220,,,,
Hagane no Renkinjutsushi - Yakusoku no Hi e (Japan),ULJS-00292,,,,
Hajime no Ippo Portable - Victorious Spirits (Japan),ULJS 00125,,,,
Hakuoki - Demon of the Fleeting Blossom (USA),ULUS-10577,,,,
Hakuoki - Warriors of the Shinsengumi (USA),ULUS-10651,,,,
Hakuouki - Bakumatsu Musouroku (Japan),ULJM 06027,,,,
Hakuouki - Reimeiroku Portable (Japan),ULJM 05916, ULJM 05917,,,
Hakuouki - Yuugiroku (Japan),UGPP 00501, ULJM 05663,,,
Hakuouki - Yuugiroku 2 - Matsuribayashi to Taishitachi (Japan),ULJM 06165,,,,
Hakuouki Portable (Japan),HTPP 00706, ULJM 05509, ULJM 05510,,
Hakuouki Zuisouroku Portable (Japan),HTPP 00706, ULJM 05726,,,
Half-Minute Hero (Europe),ULES-01359,,,,
Half-Minute Hero (USA),ULUS 10491,,,,
Hammerin' Hero (USA),ULUS-10392,,,,
Hammerin' Hero (USA) (Beta) (2008-11-28),ULUS-10392,,,,
Hanakisou (Japan),ULJM 05701,,,,
Hanaoni - Koisomeru Koku - Eikyuu no Shirushi (Japan),ULJM 05847,,,,
Hanaoni - Yume no Tsuzuki (Japan),ULJM 06047,,,,
Hanasaku Manimani (Japan),FVGK-0092, ULJM 06306,,,
"Hanayaka Nari, Wa ga Ichizoku - Kinema Mosaic (Japan)",ULJM 05998,,,,
"Hanayaka Nari, Wa ga Ichizoku (Japan)",ULJM 05691,,,,
"Hannah Montana - Rock Out the Show (Europe) (En,Fr,De,Es,It)",ULES-01303,,,,
"Hannah Montana - Rock Out the Show (Europe) (En,Sv,No,Da,Ru)",ULES-01304,,,,
"Hannah Montana - Rock Out the Show (USA) (En,Fr)",ULUS-10431,,,,
"Hannspree Ten Kate Honda - SBK Superbike World Championship (USA) (En,Fr,Es)",ULUS-10300,,,,
"Hard Rock Casino (Europe) (En,Fr,De,Es,It)",ULES-00638,,,,
Hard Rock Casino (USA),ULUS 10181,,,,
Harry Potter and the Goblet of Fire (Europe),ULES-00210,,,,
"Harry Potter and the Goblet of Fire (Europe) (De,Nl)",ULES-00215,,,,
"Harry Potter and the Goblet of Fire (Europe) (Es,It)",ULES-00216,,,,
Harry Potter and the Goblet of Fire (USA),ULUS-10032,,,,
"Harry Potter and the Half-Blood Prince (Europe) (En,Fr,De,Es,It)",ULES-01180,,,,
"Harry Potter and the Half-Blood Prince (USA) (En,Fr,Es)",ULUS 10381,,,,
Harry Potter and the Order of the Phoenix (Asia),ULAS-42104,,,,
Harry Potter and the Order of the Phoenix (Europe),ULES-00829,,,,
"Harry Potter and the Order of the Phoenix (Europe) (Es,Nl,Pt)",ULES-00831,,,,
"Harry Potter and the Order of the Phoenix (Europe) (Fr,De,It)",ULES-00830,,,,
Harry Potter and the Order of the Phoenix (USA),ULUS-10261,,,,
Harry Potter et la Coupe de Feu (France),ULES-00214,,,,
Harukanaru Toki no Naka de - Iroetebako (Japan),KOEI-00039, ULJM 05018,,,
Harukanaru Toki no Naka de 2 (Japan),ULJM 05019, ULJM 05199,,,
Harukanaru Toki no Naka de 3 - Unmei no Labyrinth - Aizouban (Japan),ULJM 05547,,,,
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban (Japan),ULJM 05441,,,,
Harukanaru Toki no Naka de 5 (Japan),ULJM 05843,,,,
Harukanaru Toki no Naka de 6 (Japan),ULJM 06398,,,,
Harvest Moon - Boy & Girl (USA),ULUS-10142,,,,
Harvest Moon - Hero of Leaf Valley (Europe),ULES-01489,,,,
Harvest Moon - Hero of Leaf Valley (USA),ULUS-10458,,,,
Harvey Birdman - Attorney at Law (USA),ULUS-10324,,,,
"Hatsune Miku - Project Diva (Japan, Asia)",ULAS 42163, ULJM 05472, ULJM 05682,,
Hatsune Miku - Project Diva 2nd (Japan),ULJM 05681,,,,
Hatsune Miku - Project Diva 2nd (Japan) (Okaidoku-ban),ULJM 05952,,,,
"Hatsune Miku - Project Diva Extend (Japan, Asia)",ULAS 42298, ULJM 05933,,,
Hayarigami 2 Portable - Keishichou Kaii Jiken File (Japan),ULJS 00149, ULJS 00208,,,
Hayarigami 3 - Keishichou Kaii Jiken File (Japan),ULJS 00204,,,,
Hayarigami Portable - Keishichou Kaii Jiken File (Japan),ULJS 00110,,,,
Hayate no Gotoku!! Nightmare Paradise (Japan),ULJM-05415, ULJM-05416,,,
